Notice Date,Date Received,Eviction Category,Cause,Address,City,Zip,Bedroom,Notice Type,Apn,Council District,Rent Owed
3/23/23,3/24/23,At-Fault,Non-payment of rent,8609 De Soto Ave,Canoga Park,91304,2,3 Day,2779005043,3,"$3,090.00 "
3/24/23,3/27/23,At-Fault,Non-payment of rent,21707 Roscoe Blvd,Canoga Park,91304,1,3 Day,2779037017,3,"$4,308.00 "
3/28/23,3/29/23,At-Fault,Non-payment of rent,8700 Topanga Canyon Blvd,Canoga Park,91304,2,3 Day,2779042043,3,"$3,500.00 "
3/28/23,3/29/23,At-Fault,Non-payment of rent,8700 Topanga Canyon Blvd,Canoga Park,91304,2,3 Day,2779042043,3,"$3,390.00 "
4/3/23,4/3/23,At-Fault,Non-payment of rent,8526 International Ave,Canoga Park,91304,,3 Day,2779022052,3,"$2,800.00 "
4/3/23,4/3/23,At-Fault,Non-payment of rent,8526 International Ave,Canoga Park,91304,2,3 Day,2779022052,3,"$1,529.53 "
4/5/23,4/5/23,At-Fault,Non-payment of rent,7115 Milwood Ave,Canoga Park,91303,1,3 Day,2112028022,3,"$2,458.16 "
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$311.41 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$129.89 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$159.24 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$131.96 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$55.66 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$142.65 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$50.00 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$112.92 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$233.68 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$127.69 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$131.47 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$199.06 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$352.62 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$50.00 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21000 PARTHENIA ST,Canoga Park,91304,,3 Day,2779010055,3,$0.00 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$50.00 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$83.96 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$50.00 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$52.83 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$165.51 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$221.41 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$131.96 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$182.84 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$130.92 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$260.51 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$148.45 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$180.85 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$178.16 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$838.46 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$249.06 
4/6/23,4/6/23,At-Fault,Violation of the rental agreement or lease,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$93.64 
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$3,582.27 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$1,597.83 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$1,920.27 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$2,301.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$1,875.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$772.00 
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$2,513.17 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$12,864.56 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$2,182.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$2,302.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$9,136.13 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$2,144.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$113.00 
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$4,430.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$2,210.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$1,560.83 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,8305 VARIEL AVE,Canoga Park,91304,,3 Day,2779008015,3,"$2,552.97 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$1,327.57 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$180.85 
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$3,840.51 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$24,260.83 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$24,493.50 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$2,401.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,$370.06 
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$3,726.61 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$3,358.22 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$1,966.92 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$2,081.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$1,621.75 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$2,545.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$13,930.76 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,21031 Parthenia St,Canoga Park,91304,,30 Day,2779003057,3,"$3,520.00 "
4/5/23,4/6/23,At-Fault,Non-payment of rent,22921 Saticoy St,Canoga Park,91304,3,3 Day,2014018018,12,"$2,970.00 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,8700 Topanga Canyon Blvd,Canoga Park,91304,1,3 Day,2779042043,3,"$2,401.61 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,21910 Roscoe Blvd,Canoga Park,91304,1,3 Day,2110001053,3,"$1,784.22 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,21910 Roscoe Blvd,Canoga Park,91304,2,3 Day,2110001053,3,"$5,286.00 "
4/5/23,4/6/23,At-Fault,Non-payment of rent,8341 Northgate Ave,Canoga Park,91304,1,3 Day,2779043033,3,"$2,115.83 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,20919 Parthenia St,Canoga Park,91304,2,3 Day,2779004024,3,"$2,304.00 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,8700 Topanga Canyon Blvd,Canoga Park,91304,2,3 Day,2779042043,3,"$3,533.22 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,8700 Topanga Canyon Blvd,Canoga Park,91304,2,3 Day,2779042043,3,"$2,391.61 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,8700 Topanga Canyon Blvd,Canoga Park,91304,1,3 Day,2779042043,3,"$2,945.29 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,21910 Roscoe Blvd,Canoga Park,91304,1,3 Day,2110001053,3,"$4,476.00 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,21910 Roscoe Blvd,Canoga Park,91304,1,3 Day,2110001053,3,"$2,845.61 "
4/5/23,4/6/23,At-Fault,Non-payment of rent,21715 Parthenia St,Canoga Park,91304,1,3 Day,2779042042,3,"$2,836.00 "
4/5/23,4/6/23,At-Fault,Non-payment of rent,8741 Owensmouth Ave,Canoga Park,91304,1,3 Day,2779042035,3,"$2,631.05 "
4/5/23,4/6/23,At-Fault,Non-payment of rent,8341 Northgate Ave,Canoga Park,91304,1,3 Day,2779043033,3,"$3,820.00 "
4/6/23,4/6/23,At-Fault,Non-payment of rent,8526 International Ave,Canoga Park,91304,1,3 Day,2779022052,3,"$2,800.00 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,20919 Parthenia St,Canoga Park,91304,1,3 Day,2779004024,3,"$1,802.00 "
4/4/23,4/6/23,At-Fault,Non-payment of rent,8220 Topanga Canyon Blvd,Canoga Park,91304,1,3 Day,2110001058,3,"$1,990.82 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,2,3 Day,2148026046,3,"$2,560.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,,3 Day,2148026046,3,"$1,830.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,1,3 Day,2148026046,3,"$2,010.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,1,3 Day,2148026046,3,"$2,310.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,,3 Day,2148026046,3,"$1,634.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,7251 Milwood Ave,Canoga Park,91303,2,3 Day,2112023023,3,"$1,846.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,7251 Milwood Ave,Canoga Park,91303,2,3 Day,2112023023,3,"$1,926.00 "
4/6/23,4/7/23,At-Fault,Non-payment of rent,8720 De Soto Ave,Canoga Park,91304,1,10 Day,2780029023,3,$283.00 
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,144,3 Day,2148026046,3,"$2,155.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,,3 Day,2148026046,3,"$1,682.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,1,3 Day,2148026046,3,"$2,150.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,,3 Day,2148026046,3,"$1,990.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,1,3 Day,2148026046,3,"$1,936.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,1,3 Day,2148026046,3,"$2,047.00 "
4/7/23,4/7/23,At-Fault,Non-payment of rent,6530 Independence Ave,Canoga Park,91303,1,3 Day,2148026046,3,"$2,245.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6912 Milwood Ave,Canoga Park,91303,2,3 Day,2138021032,3,"$1,918.00 "
4/5/23,4/7/23,At-Fault,Non-payment of rent,6912 Milwood Ave,Canoga Park,91303,,3 Day,2138021032,3,"$1,380.00 "
4/7/23,4/10/23,At-Fault,Violation of the rental agreement or lease,7101 Alabama Ave,Canoga Park,91303,,3 Day,2111027025,3,$0.00 
4/10/23,4/10/23,At-Fault,Non-payment of rent,21051 Gresham ST,Canoga Park,91304,2,3 Day,2779002083,3,"$2,375.00 "
4/10/23,4/10/23,At-Fault,Non-payment of rent,21051 Gresham ST,Canoga Park,91304,,3 Day,2779002083,3,"$2,375.00 "
4/10/23,4/10/23,At-Fault,Non-payment of rent,21051 Gresham ST,Canoga Park,91304,,3 Day,2779002083,3,"$2,304.00 "
4/10/23,4/10/23,At-Fault,Non-payment of rent,21051 Gresham ST,Canoga Park,91304,2,3 Day,2779002083,3,"$28,280.00 "
4/10/23,4/10/23,At-Fault,Non-payment of rent,21051 Gresham ST,Canoga Park,91304,2,3 Day,2779002083,3,"$22,936.00 "
4/11/23,4/11/23,At-Fault,"Non-payment of rent, Violation of the rental agreement or lease, Damage to the rental unit, Disorderly behavior/disturbing the peace (Nuisance), Refuse access to the apartment when requested in accordance with law",7826 Topanga Canyon Blvd,Canoga Park,91304,2,30 Day,2110012097,3,"$24,200.00 "
4/11/23,4/11/23,At-Fault,Non-payment of rent,21915 Saticoy St,Canoga Park,91304,1,3 Day,2110014024,3,$0.00 
4/6/23,4/11/23,At-Fault,Non-payment of rent,7230 Independence Ave,Canoga Park,91303,1,3 Day,2112018021,3,"$8,134.42 "
4/1/23,4/11/23,At-Fault,Non-payment of rent,7708 Lena Ave,Canoga Park,91304,3,3 Day,2014020003,12,"$3,570.00 "
4/11/23,4/11/23,At-Fault,Non-payment of rent,6551 De Soto Ave,Canoga Park,91303,1,3 Day,2148026036,3,"$1,868.00 "
4/7/23,4/11/23,At-Fault,Non-payment of rent,21320 Parthenia St,Canoga Park,91304,104,3 Day,2779015039,3,"$5,985.00 "
4/7/23,4/11/23,At-Fault,Non-payment of rent,21320 Parthenia St,Canoga Park,91304,2,3 Day,2779015039,3,"$6,195.00 "
4/7/23,4/12/23,At-Fault,Non-payment of rent,20334 Saticoy St,Canoga Park,91306,1,3 Day,2114007005,3,"$2,730.00 "
4/12/23,4/13/23,At-Fault,Non-payment of rent,8719 Variel Ave,Canoga Park,91304,3,3 Day,2779016005,3,"$2,666.40 "
4/12/23,4/13/23,At-Fault,Non-payment of rent,21501 Roscoe Blvd,Canoga Park,91304,2,3 Day,2779036106,3,"$2,934.25 "
4/12/23,4/13/23,At-Fault,Non-payment of rent,21501 Roscoe Blvd,Canoga Park,91304,3,3 Day,2779036106,3,"$3,406.70 "
4/12/23,4/13/23,At-Fault,Non-payment of rent,21501 Roscoe Blvd,Canoga Park,91304,1,3 Day,2779036106,3,"$2,926.99 "
4/12/23,4/13/23,At-Fault,Non-payment of rent,21501 Roscoe Blvd,Canoga Park,91304,2,3 Day,2779036106,3,"$2,483.00 "
4/12/23,4/13/23,At-Fault,Non-payment of rent,21501 Roscoe Blvd,Canoga Park,91304,2,3 Day,2779036106,3,"$3,104.86 "
4/12/23,4/13/23,At-Fault,Non-payment of rent,21501 Roscoe Blvd,Canoga Park,91304,3,3 Day,2779036106,3,"$3,697.76 "
4/13/23,4/14/23,At-Fault,Violation of the rental agreement or lease,7851 Farralone Ave,Canoga Park,91304,4,3 Day,2012016029,3,$0.00 
4/17/23,4/17/23,At-Fault,Violation of the rental agreement or lease,6530 Independence Ave,Canoga Park,91303,2,3 Day,2148026046,3,$0.00 
4/17/23,4/17/23,At-Fault,Violation of the rental agreement or lease,6530 Independence Ave,Canoga Park,91303,2,3 Day,2148026046,3,$0.00 
4/13/23,4/17/23,At-Fault,"Non-payment of rent, Violation of the rental agreement or lease",23838 Haynes St,Canoga Park,91307,3,3 Day,2034022051,12,"$3,300.00 "
4/13/23,4/17/23,At-Fault,Non-payment of rent,8231 Variel Ave,Canoga Park,91304,3,3 Day,2109002003,3,"$3,157.00 "
4/13/23,4/18/23,At-Fault,Non-payment of rent,7738 Farralone Ave,Canoga Park,91304,3,3 Day,2012030022,3,"$3,830.00 "
4/13/23,4/18/23,At-Fault,Non-payment of rent,19745 Lull St,Canoga Park,91306,4,3 Day,2106034015,3,"$4,000.00 "
4/13/23,4/18/23,At-Fault,Non-payment of rent,20141 Parthenia St,Canoga Park,91306,4,3 Day,2781030006,3,"$10,575.65 "
4/13/23,4/18/23,At-Fault,Non-payment of rent,20527 Londelius St,Canoga Park,91306,4,3 Day,2780013007,3,"$3,741.20 "
4/17/23,4/19/23,At-Fault,Non-payment of rent,20334 Saticoy Street,Canoga Park,91306,1,3 Day,2114007005,3,"$2,330.00 "
4/17/23,4/21/23,At-Fault,Non-payment of rent,6816 Independence Ave,Canoga Park,91303,,3 Day,2138029004,3,"$2,375.00 "
4/20/23,4/24/23,At-Fault,Non-payment of rent,21910 Roscoe Blvd,Canoga Park,91304,2,3 Day,2110001053,3,"$5,286.00 "
4/20/23,4/24/23,At-Fault,Non-payment of rent,21910 Roscoe Blvd,Canoga Park,91304,,3 Day,2110001053,3,"$2,685.00 "
4/28/23,4/28/23,At-Fault,Non-payment of rent,20334 Saticoy St,Canoga Park,91306,1,3 Day,2114007005,3,"$1,880.00 "
5/1/23,5/1/23,At-Fault,Violation of the rental agreement or lease,7115 Milwood Ave,Canoga Park,91303,2,3 Day,2112028022,3,$0.00 
5/3/23,5/4/23,At-Fault,Violation of the rental agreement or lease,22057 Vanowen St,Canoga Park,91303,,3 Day,2024006006,3,$0.00 
5/3/23,5/4/23,At-Fault,"Non-payment of rent, Violation of the rental agreement or lease",22057 Vanowen St,Canoga Park,91303,,3 Day,2024006006,3,"$2,900.00 "
5/3/23,5/4/23,At-Fault,Non-payment of rent,22057 Vanowen St,Canoga Park,91303,,3 Day,2024006006,3,"$2,900.00 "
5/3/23,5/5/23,At-Fault,Non-payment of rent,7300 Milwood Ave,Canoga Park,91303,,3 Day,2112021028,3,"$1,664.00 "
5/2/23,5/6/23,At-Fault,Non-payment of rent,21845 Saticoy St,Canoga Park,91304,2,3 Day,2110014023,3,"$2,325.00 "
5/4/23,5/7/23,At-Fault,Non-payment of rent,21021 Vanowen St,Canoga Park,91303,2,3 Day,2138023022,3,"$2,176.00 "
5/4/23,5/7/23,At-Fault,Non-payment of rent,21021 Vanowen St,Canoga Park,91303,2,3 Day,2138023022,3,"$2,514.00 "
5/5/23,5/8/23,At-Fault,Non-payment of rent,6816 Independence Ave,Canoga Park,91303,,3 Day,2138029004,3,"$4,750.00 "
5/4/23,5/8/23,At-Fault,Non-payment of rent,8220 Topanga Canyon Blvd,Canoga Park,91304,1,3 Day,2110001058,3,"$1,990.82 "
5/4/23,5/8/23,At-Fault,Non-payment of rent,20909 Parthenia St,Canoga Park,91304,0,3 Day,2779004023,3,"$1,633.00 "
5/8/23,5/8/23,At-Fault,Non-payment of rent,8724 De Soto Ave,Canoga Park,91304,1,10 Day,2780029023,3,"$1,868.00 "
5/8/23,5/8/23,At-Fault,Non-payment of rent,8800 De Soto Avenue,Canoga Park,91304,0,10 Day,2780029023,3,$159.00 
5/4/23,5/8/23,At-Fault,Non-payment of rent,20909 Parthenia St,Canoga Park,91304,1,3 Day,2779004023,3,"$1,902.00 "
5/4/23,5/8/23,At-Fault,Non-payment of rent,20909 Parthenia St,Canoga Park,91304,1,3 Day,2779004023,3,"$3,268.00 "
5/4/23,5/8/23,At-Fault,Non-payment of rent,20909 Parthenia St,Canoga Park,91304,1,3 Day,2779004023,3,"$3,126.00 "
5/4/23,5/8/23,At-Fault,Non-payment of rent,20919 Parthenia St,Canoga Park,91304,2,3 Day,2779004024,3,"$3,704.20 "
5/8/23,5/8/23,At-Fault,Non-payment of rent,8724 De Soto Ave,Canoga Park,91304,1,10 Day,2780029023,3,$270.00 
5/8/23,5/8/23,At-Fault,Disorderly behavior/disturbing the peace (Nuisance),6530 Independence Ave,Canoga Park,91303,0,3 Day,2148026046,3,$0.00 
5/6/23,5/9/23,At-Fault,Non-payment of rent,21041 Parthenia St,Canoga Park,91304,,3 Day,2779003057,3,"$2,395.66 "
5/9/23,5/9/23,At-Fault,Non-payment of rent,20936 Gresham ST,Canoga Park,91304,3,3 Day,2779004029,3,"$4,598.88 "
5/8/23,5/9/23,At-Fault,Non-payment of rent,8741 Owensmouth Ave,Canoga Park,91304,1,3 Day,2779042035,3,"$2,843.55 "
5/9/23,5/9/23,At-Fault,Non-payment of rent,21218 Parthenia St,Canoga Park,91304,3,10 Day,2779011056,3,$799.00 
5/9/23,5/9/23,At-Fault,Non-payment of rent,21218 Parthenia St,Canoga Park,91304,2,3 Day,2779011056,3,"$2,300.00 "
5/9/23,5/9/23,At-Fault,Non-payment of rent,21218 Parthenia St,Canoga Park,91304,2,3 Day,2779011056,3,"$2,323.00 "
5/8/23,5/9/23,At-Fault,Non-payment of rent,7810 Topanga Canyon Blvd,Canoga Park,91304,0,3 Day,2110012054,3,"$1,202.00 "
5/8/23,5/9/23,At-Fault,Non-payment of rent,7810 Topanga Canyon Blvd,Canoga Park,91304,2,3 Day,2110012054,3,"$2,395.00 "
5/8/23,5/9/23,At-Fault,Non-payment of rent,7810 Topanga Canyon Blvd,Canoga Park,91304,0,3 Day,2110012054,3,"$1,345.00 "
5/5/23,5/9/23,At-Fault,Non-payment of rent,7251 Milwood Ave,Canoga Park,91303,2,3 Day,2112023023,3,"$1,954.00 "
5/8/23,5/9/23,At-Fault,Non-payment of rent,7810 Topanga Canyon Blvd,Canoga Park,91304,2,3 Day,2110012054,3,"$2,570.00 "
5/5/23,5/9/23,At-Fault,Non-payment of rent,7251 Milwood Ave,Canoga Park,91303,2,3 Day,2112023023,3,"$2,016.00 "
5/8/23,5/9/23,At-Fault,Non-payment of rent,21910 Roscoe Blvd,Canoga Park,91304,1,3 Day,2110001053,3,"$2,008.00 "
5/5/23,5/9/23,At-Fault,Non-payment of rent,6912 Milwood Ave,Canoga Park,91303,2,3 Day,2138021032,3,"$1,918.00 "
5/5/23,5/9/23,At-Fault,Non-payment of rent,6912 Milwood Ave,Canoga Park,91303,120,3 Day,2138021032,3,"$1,380.00 "
5/8/23,5/9/23,At-Fault,Non-payment of rent,7810 Topanga Canyon Blvd,Canoga Park,91304,0,3 Day,2110012054,3,"$1,595.00 "
5/8/23,5/9/23,At-Fault,Non-payment of rent,7810 Topanga Canyon Blvd,Canoga Park,91304,0,3 Day,2110012054,3,"$1,495.00 "
5/8/23,5/9/23,At-Fault,Non-payment of rent,7810 Topanga Canyon Blvd,Canoga Park,91304,0,3 Day,2110012054,3,"$1,195.00 "
5/5/23,5/9/23,At-Fault,Non-payment of rent,7251 Milwood Ave,Canoga Park,91303,2,3 Day,2112023023,3,"$1,938.00 "
5/5/23,5/9/23,At-Fault,Non-payment of rent,7251 Milwood Ave,Canoga Park,91303,2,3 Day,2112023023,3,"$1,926.00 "
5/9/23,5/10/23,At-Fault,Non-payment of rent,21315 Roscoe Blvd,Canoga Park,91304,1,3 Day,2779013009,3,"$2,987.28 "
5/9/23,5/10/23,At-Fault,Non-payment of rent,21315 Roscoe Blvd,Canoga Park,91304,2,3 Day,2779013009,3,"$2,429.34 "
5/10/23,5/10/23,At-Fault,Non-payment of rent,21425 Vanowen St,Canoga Park,91303,1,3 Day,2138011097,3,"$4,680.00 "
5/10/23,5/10/23,At-Fault,Non-payment of rent,21715 Parthenia St,Canoga Park,91304,1,3 Day,2779042042,3,"$4,040.00 "
5/10/23,5/10/23,At-Fault,Non-payment of rent,21021 Vanowen St,Canoga Park,91303,2,3 Day,2138023022,3,"$2,295.00 "
5/10/23,5/10/23,At-Fault,Disorderly behavior/disturbing the peace (Nuisance),6940 Owensmouth Ave,Canoga Park,91303,0,30 Day,2138007029,3,$0.00 
5/12/23,5/12/23,At-Fault,Non-payment of rent,21910 Roscoe Blvd,Canoga Park,91304,0,3 Day,2110001053,3,"$3,580.00 "
5/5/23,5/12/23,At-Fault,Non-payment of rent,20334 Saticoy St,Canoga Park,91306,1,3 Day,2114007005,3,"$2,845.00 "
5/12/23,5/12/23,At-Fault,Non-payment of rent,21045 Vanowen St,Canoga Park,91303,0,3 Day,2138023027,3,"$1,995.00 "
5/12/23,5/12/23,At-Fault,Non-payment of rent,21045 Vanowen St,Canoga Park,91303,1,3 Day,2138023027,3,"$1,995.00 "
